Date,Country,City,Specie,count,min,max,median,variance
3/4/2020,PH,Baguio,so2,6,4.1,7.6,6.6,13.67
3/29/2020,PH,Baguio,so2,15,5.1,10.2,6.1,24.84
4/22/2020,PH,Baguio,so2,2,4.6,6.1,4.6,11.25
4/29/2020,PH,Baguio,so2,24,3.6,15.8,5.6,64.76
5/8/2020,PH,Baguio,so2,16,4.1,173.4,5.6,28528.9
5/20/2020,PH,Baguio,so2,24,4.6,7.1,5.6,5.65
3/23/2020,PH,Baguio,so2,24,4.6,7.6,5.6,6.09
3/30/2020,PH,Baguio,so2,14,4.1,7.1,5.6,6.92
4/1/2020,PH,Baguio,so2,24,3.1,9.7,6.1,29.5
4/20/2020,PH,Baguio,so2,20,4.6,6.1,5.1,2.7
5/10/2020,PH,Baguio,so2,14,4.6,140.4,5.6,17007.9
5/19/2020,PH,Baguio,so2,24,4.1,7.1,6.1,7.5
3/12/2020,PH,Baguio,so2,5,4.1,5.1,5.1,2
3/20/2020,PH,Baguio,so2,8,5.1,8.7,5.6,12.87
3/26/2020,PH,Baguio,so2,24,1.6,9.7,5.6,47.58
5/23/2020,PH,Baguio,so2,18,4.6,96,6.6,13351.5
2/24/2020,PH,Baguio,so2,20,5.1,7.1,6.1,3.13
3/25/2020,PH,Baguio,so2,24,3.6,10.2,5.1,28.97
4/4/2020,PH,Baguio,so2,23,3.6,8.7,5.1,9.31
5/5/2020,PH,Baguio,so2,24,3.6,10.7,5.1,25.64
5/13/2020,PH,Baguio,so2,24,4.1,7.1,5.6,6.5
4/7/2020,PH,Baguio,so2,24,1.1,7.1,5.6,16.94
5/1/2020,PH,Baguio,so2,7,4.6,6.6,5.1,4.05
5/21/2020,PH,Baguio,so2,23,4.1,7.6,6.1,6.69
5/28/2020,PH,Baguio,so2,4,6.1,8.7,7.6,12.7
2/14/2020,PH,Baguio,so2,11,3.6,7.1,6.1,9.64
2/19/2020,PH,Baguio,so2,15,4.6,7.6,6.1,6.67
4/3/2020,PH,Baguio,so2,23,4.6,8.2,5.6,10.98
4/12/2020,PH,Baguio,so2,24,3.6,7.6,5.6,10.39
5/25/2020,PH,Baguio,so2,23,4.6,9.2,5.6,14.9
4/20/2020,PH,Baguio,temperature,31,19,36,28,286.43
5/19/2020,PH,Baguio,temperature,23,25,33,27,52.61
1/8/2020,PH,Baguio,temperature,8,15.2,24.2,17.4,110.45
2/2/2020,PH,Baguio,temperature,7,12.4,20.8,15.6,124.59
3/24/2020,PH,Baguio,temperature,35,17.8,34,26,250.83
4/6/2020,PH,Baguio,temperature,30,17,35,27,316.74
5/9/2020,PH,Baguio,temperature,29,18.4,37,28,271.24
3/25/2020,PH,Baguio,temperature,40,16.4,34,25,285.91
4/19/2020,PH,Baguio,temperature,32,17.4,36,28,262.15
4/24/2020,PH,Baguio,temperature,32,17.6,35,28,250.95
5/27/2020,PH,Baguio,temperature,20,26,34,30,80.65
2/7/2020,PH,Baguio,temperature,8,16,24.2,18.2,80.57
3/11/2020,PH,Baguio,temperature,15,17.4,31.5,24.6,250.77
4/15/2020,PH,Baguio,temperature,32,16.6,33,25,200.39
4/18/2020,PH,Baguio,temperature,31,17.6,34,28,256.87
5/25/2020,PH,Baguio,temperature,24,25,34,29,63.41
1/30/2020,PH,Baguio,temperature,8,12.8,20,14.4,77.36
5/6/2020,PH,Baguio,temperature,32,19.2,38,30,301.32
5/12/2020,PH,Baguio,temperature,22,27,35,29,107.29
1/12/2020,PH,Baguio,temperature,22,16.9,32,25,276.11
1/19/2020,PH,Baguio,temperature,16,14.6,29.3,22.5,256.95
1/22/2020,PH,Baguio,temperature,32,12.2,31,23,280.54
1/23/2020,PH,Baguio,temperature,29,13,31,25,185.86
4/4/2020,PH,Baguio,temperature,31,16.6,36,26,289.96
4/23/2020,PH,Baguio,temperature,32,19,36,28,246.88
4/28/2020,PH,Baguio,temperature,26,19.8,36,29,169.98
1/26/2020,PH,Baguio,temperature,8,15.8,21.2,17.2,36.16
3/3/2020,PH,Baguio,temperature,25,15,32,26,163.93
4/14/2020,PH,Baguio,temperature,32,16,32,25,206.04
4/21/2020,PH,Baguio,temperature,32,18,36,28,278.49
4/22/2020,PH,Baguio,temperature,32,19,36,29,242
2/26/2020,PH,Baguio,temperature,12,14.4,30,21.6,197.26
4/16/2020,PH,Baguio,temperature,31,16.8,35,26,217.41
4/26/2020,PH,Baguio,temperature,31,17.6,36,28,264.58
5/15/2020,PH,Baguio,temperature,24,24,29,27,28.91
5/26/2020,PH,Baguio,temperature,23,26,34,29,87.17
1/15/2020,PH,Baguio,temperature,30,14.4,31,24,239.54
2/5/2020,PH,Baguio,temperature,8,11.6,23.6,15.2,194.56
3/30/2020,PH,Baguio,temperature,32,17.2,34,27,245.45
4/3/2020,PH,Baguio,temperature,31,16.8,36,26,326.02
5/7/2020,PH,Baguio,temperature,31,19.4,37,29,282.23
1/18/2020,PH,Baguio,temperature,16,15.8,29.8,24.2,226.09
1/27/2020,PH,Baguio,temperature,8,14.4,23.2,15.4,112.05
3/8/2020,PH,Baguio,temperature,15,17.2,32.5,24.3,240.98
5/5/2020,PH,Baguio,temperature,30,18.8,38,29,313.71
5/10/2020,PH,Baguio,temperature,23,23,37,28,193.82
2/3/2020,PH,Baguio,temperature,7,11.6,19,13.8,90.4
1/6/2020,PH,Baguio,temperature,8,14.6,25.4,16.8,160.68
4/30/2020,PH,Baguio,temperature,31,16.8,36,28,311.5
5/3/2020,PH,Baguio,temperature,30,18.6,34,28,168.98
3/29/2020,PH,Baguio,temperature,30,16.4,36,27,341.63
4/11/2020,PH,Baguio,temperature,29,17.2,33,27,251.97
1/14/2020,PH,Baguio,temperature,32,13.4,225,25,12840.1
1/17/2020,PH,Baguio,temperature,23,16,29.5,25,133.93
2/8/2020,PH,Baguio,temperature,8,17.2,21.8,18.2,31.09
3/12/2020,PH,Baguio,temperature,16,16.4,34.5,25.5,342.19
3/14/2020,PH,Baguio,temperature,16,16.6,31,23.8,246.73
2/1/2020,PH,Baguio,temperature,7,11.4,20,13.2,107.05
2/9/2020,PH,Baguio,temperature,4,16.2,22,16.8,72.27
1/5/2020,PH,Baguio,temperature,7,14.8,22.6,16.4,103.29
1/20/2020,PH,Baguio,temperature,23,13.4,30,24,306.86
1/31/2020,PH,Baguio,temperature,6,12.2,20.2,13.8,128.32
5/4/2020,PH,Baguio,temperature,32,18.8,38,29,300.54
3/7/2020,PH,Baguio,temperature,8,16.4,25.2,18.4,98.34
4/5/2020,PH,Baguio,temperature,31,16.4,35,27,277.61
5/13/2020,PH,Baguio,temperature,24,26,36,29,124.18
5/24/2020,PH,Baguio,temperature,23,25,33,26,79.29
3/20/2020,PH,Baguio,temperature,31,16.4,35,27,295.54
5/18/2020,PH,Baguio,temperature,24,26,34,28,88.24
2/21/2020,PH,Baguio,temperature,4,25,28.7,26.8,25.16
2/25/2020,PH,Baguio,temperature,9,15.2,31.5,25.3,257.23
3/13/2020,PH,Baguio,temperature,14,16.2,31.7,23.4,264.57
3/23/2020,PH,Baguio,temperature,32,16.8,35,27,291.68
3/27/2020,PH,Baguio,temperature,40,17,34,25,273.45
5/14/2020,PH,Baguio,temperature,23,26,36,31,105.14
1/10/2020,PH,Baguio,temperature,13,14.8,29.2,22.8,262.66
1/13/2020,PH,Baguio,temperature,32,15.4,31,25,192.46
2/29/2020,PH,Baguio,temperature,8,14.8,25.4,17.2,173.76
4/10/2020,PH,Baguio,temperature,32,17.6,33,26,225.15
4/13/2020,PH,Baguio,temperature,32,16.4,34,26,243.24
2/24/2020,PH,Baguio,temperature,8,22.2,28.3,25.3,52.58
3/19/2020,PH,Baguio,temperature,28,15.6,34,24.6,329.61
5/1/2020,PH,Baguio,temperature,32,17.8,37,28,350.35
5/2/2020,PH,Baguio,temperature,31,17.6,37,29,276.63
5/20/2020,PH,Baguio,temperature,24,25,33,29,88.41
1/21/2020,PH,Baguio,temperature,30,12.8,29,24,171.87
2/23/2020,PH,Baguio,temperature,7,20,30,27.2,139.68
3/22/2020,PH,Baguio,temperature,31,16.4,36,28,301.22
3/26/2020,PH,Baguio,temperature,38,16.2,35,24,302.75
4/17/2020,PH,Baguio,temperature,32,17.2,34,26,229.2
3/9/2020,PH,Baguio,temperature,16,17.2,32.8,24.6,269.13
4/8/2020,PH,Baguio,temperature,31,16.8,35,25,255.25
5/8/2020,PH,Baguio,temperature,30,18.4,38,28,303.4
1/4/2020,PH,Baguio,temperature,8,12.2,23.2,15.6,175.48
2/22/2020,PH,Baguio,temperature,7,20.2,32.7,26.3,160.1
3/18/2020,PH,Baguio,temperature,32,15.2,34,24.8,265.55
1/11/2020,PH,Baguio,temperature,16,16.2,29.5,21.6,244.39
4/9/2020,PH,Baguio,temperature,32,16.8,33,26,200.52
4/25/2020,PH,Baguio,temperature,32,18,36,28,280.17
5/28/2020,PH,Baguio,temperature,3,27,27,27,0
2/28/2020,PH,Baguio,temperature,8,14.2,25.6,16.8,183.54
3/17/2020,PH,Baguio,temperature,31,15,31,25,196.13
3/28/2020,PH,Baguio,temperature,40,16.4,36,26,327.96
1/7/2020,PH,Baguio,temperature,8,14.6,25.4,17.8,164.77
1/25/2020,PH,Baguio,temperature,17,16.5,27,24,114.46
3/31/2020,PH,Baguio,temperature,31,18,34,28,250.16
4/7/2020,PH,Baguio,temperature,31,16.6,34,27,248.55
4/12/2020,PH,Baguio,temperature,32,16.4,32,26,170.73
2/27/2020,PH,Baguio,temperature,8,14.6,23.8,17.2,115.4
5/23/2020,PH,Baguio,temperature,24,25,32,27,57.03
3/15/2020,PH,Baguio,temperature,13,15.6,30.4,23.4,209.77
3/16/2020,PH,Baguio,temperature,26,15.4,32,26,222.05
4/29/2020,PH,Baguio,temperature,26,18.2,34,29,185.32
5/11/2020,PH,Baguio,temperature,24,26,36,30,151.01
5/21/2020,PH,Baguio,temperature,24,27,34,29,56.94
3/5/2020,PH,Baguio,temperature,31,15.6,34,26,282.9
3/6/2020,PH,Baguio,temperature,20,16,31,24.8,191.15
3/10/2020,PH,Baguio,temperature,14,17.2,31,26,233.67
1/9/2020,PH,Baguio,temperature,16,13.6,30.5,22.6,322.4
1/16/2020,PH,Baguio,temperature,32,14.6,33,25,229.86
1/29/2020,PH,Baguio,temperature,8,13.2,18,14.6,21.54
2/4/2020,PH,Baguio,temperature,8,12,22.6,13,165.26
3/1/2020,PH,Baguio,temperature,20,15.2,33,27,396.63
3/21/2020,PH,Baguio,temperature,32,15.8,35,27,288.82
2/6/2020,PH,Baguio,temperature,7,15,23.8,17.4,126.09
4/2/2020,PH,Baguio,temperature,31,16.6,35,27,257.55
4/27/2020,PH,Baguio,temperature,30,17.6,36,28,265.91
5/16/2020,PH,Baguio,temperature,24,23,30,26,50.36
1/28/2020,PH,Baguio,temperature,8,14,24.2,16,145.71
3/2/2020,PH,Baguio,temperature,31,15.5,33,25,252.76
3/4/2020,PH,Baguio,temperature,25,17.2,31,26,100.73
5/17/2020,PH,Baguio,temperature,21,25,34,28,93.57
1/3/2020,PH,Baguio,temperature,7,14,23.2,16.2,146.78
1/24/2020,PH,Baguio,temperature,31,15,29,24,125.96
4/1/2020,PH,Baguio,temperature,31,17,37,28,310.57
5/22/2020,PH,Baguio,temperature,24,26,34,27.5,71.43
1/23/2020,PH,Baguio,wind speed,29,1,5.1,3,16.15
2/27/2020,PH,Baguio,wind speed,7,1,3,1,6.19
3/24/2020,PH,Baguio,wind speed,33,0.5,4.1,1,13.62
1/6/2020,PH,Baguio,wind speed,7,1,4,2,11.43
1/26/2020,PH,Baguio,wind speed,4,1,2,1,3.33
2/2/2020,PH,Baguio,wind speed,6,1,3,1,7
2/3/2020,PH,Baguio,wind speed,6,1,1,1,0
2/26/2020,PH,Baguio,wind speed,8,1,3,2,5
2/29/2020,PH,Baguio,wind speed,6,1,3,1,7
1/17/2020,PH,Baguio,wind speed,19,1,8,2,55.44
1/24/2020,PH,Baguio,wind speed,29,1,4.1,2,11.28
1/25/2020,PH,Baguio,wind speed,17,1,3,1,3.9
1/28/2020,PH,Baguio,wind speed,8,1,2,1,1.25
1/31/2020,PH,Baguio,wind speed,5,1,2,1,2
3/6/2020,PH,Baguio,wind speed,17,1,4.1,2,8.01
3/19/2020,PH,Baguio,wind speed,26,1,6.1,2,17.53
1/8/2020,PH,Baguio,wind speed,7,1,2,1,2.38
1/18/2020,PH,Baguio,wind speed,12,1,5,2,28.18
2/7/2020,PH,Baguio,wind speed,4,1,2,1,2.5
3/14/2020,PH,Baguio,wind speed,14,1,7,1,59.4
3/18/2020,PH,Baguio,wind speed,32,1,4.1,2,15.64
2/9/2020,PH,Baguio,wind speed,4,1,3,1,10
2/25/2020,PH,Baguio,wind speed,8,2,5,2,11.43
3/2/2020,PH,Baguio,wind speed,30,1,6.1,2,12.71
3/15/2020,PH,Baguio,wind speed,8,1,5,1,20
3/16/2020,PH,Baguio,wind speed,23,1,5.1,2,15.74
3/21/2020,PH,Baguio,wind speed,30,1,4.1,1,9.75
2/4/2020,PH,Baguio,wind speed,6,1,2,1,3
2/5/2020,PH,Baguio,wind speed,6,1,3,2,9.67
2/6/2020,PH,Baguio,wind speed,7,1,3,2,6.67
2/22/2020,PH,Baguio,wind speed,7,2,5,2,12.86
3/12/2020,PH,Baguio,wind speed,16,1,6,2,20.67
3/23/2020,PH,Baguio,wind speed,27,1,4.1,2,8.11
1/21/2020,PH,Baguio,wind speed,29,1,5.1,2,16.63
1/27/2020,PH,Baguio,wind speed,4,1,1,1,0
3/3/2020,PH,Baguio,wind speed,24,1,6.1,2,31.44
3/10/2020,PH,Baguio,wind speed,9,1,6,3,26.11
3/17/2020,PH,Baguio,wind speed,30,1,4.1,2,7.8
1/13/2020,PH,Baguio,wind speed,30,1,7,2,22.53
1/14/2020,PH,Baguio,wind speed,30,1,6,2,16.09
1/16/2020,PH,Baguio,wind speed,27,1,5.1,2,16.62
3/1/2020,PH,Baguio,wind speed,19,1,4.1,1,10.58
3/11/2020,PH,Baguio,wind speed,13,1,5,2,12.56
1/20/2020,PH,Baguio,wind speed,20,1,4.1,2,8.29
1/22/2020,PH,Baguio,wind speed,31,1,7.2,2,33.73
2/23/2020,PH,Baguio,wind speed,7,2,5,3,22.86
3/20/2020,PH,Baguio,wind speed,26,1,5.1,2,10.69
3/22/2020,PH,Baguio,wind speed,28,1,4.1,2,11.27
3/27/2020,PH,Baguio,wind speed,40,1,5.1,2,12.62
3/30/2020,PH,Baguio,wind speed,31,1,6.1,2,23.02
1/4/2020,PH,Baguio,wind speed,7,1,5,2,22.86
1/5/2020,PH,Baguio,wind speed,7,2,5,3,12.38
1/19/2020,PH,Baguio,wind speed,12,1,4,1,15.38
1/29/2020,PH,Baguio,wind speed,8,1,2,1,1.25
3/5/2020,PH,Baguio,wind speed,26,1,5.1,2,17.98
3/13/2020,PH,Baguio,wind speed,10,1,7,1,56.56
1/10/2020,PH,Baguio,wind speed,13,1,3,2,4.1
1/15/2020,PH,Baguio,wind speed,30,1,5.1,2,14.09
2/21/2020,PH,Baguio,wind speed,4,2,3,2,2.5
3/26/2020,PH,Baguio,wind speed,36,1,6.1,2,22.83
1/7/2020,PH,Baguio,wind speed,4,1,1,1,0
1/11/2020,PH,Baguio,wind speed,10,1,5,2,15.11
3/7/2020,PH,Baguio,wind speed,6,1,2,1,1.67
3/9/2020,PH,Baguio,wind speed,13,1,6,2,25.77
3/28/2020,PH,Baguio,wind speed,38,1,6.1,2,14.12
3/29/2020,PH,Baguio,wind speed,30,1,6,2,20.64
3/31/2020,PH,Baguio,wind speed,30,1,5.1,2,11.49
1/3/2020,PH,Baguio,wind speed,7,1,3,1,9.52
1/9/2020,PH,Baguio,wind speed,14,1,3,2,5.93
1/30/2020,PH,Baguio,wind speed,6,1,1,1,0
3/25/2020,PH,Baguio,wind speed,36,1,7.2,2,31.53
2/8/2020,PH,Baguio,wind speed,6,1,3,1,10.67
2/24/2020,PH,Baguio,wind speed,8,2,4,2,5.71
2/28/2020,PH,Baguio,wind speed,7,1,5,2,19.05
3/4/2020,PH,Baguio,wind speed,24,1,8.2,2,36.66
2/1/2020,PH,Baguio,wind speed,5,1,2,1,2
3/8/2020,PH,Baguio,wind speed,13,1,7,2,34.74
1/12/2020,PH,Baguio,wind speed,17,1,3,2,4.93
4/25/2020,PH,Baguio,o3,5,78.6,273.9,233.8,80448.1
5/1/2020,PH,Baguio,o3,7,0.9,4.5,2.5,13.71
4/4/2020,PH,Baguio,o3,24,0.5,7.8,2.9,39.25
4/12/2020,PH,Baguio,o3,24,0.9,7,2.9,14.11
4/17/2020,PH,Baguio,o3,17,0.5,222.2,3.3,42251.3
3/15/2020,PH,Baguio,o3,17,1.7,7,2.9,24.21
3/24/2020,PH,Baguio,o3,22,1.3,6.5,2.9,27.83
5/10/2020,PH,Baguio,o3,16,1.3,320.9,2.5,140272
5/24/2020,PH,Baguio,o3,15,1.3,167,2.9,17956.7
5/25/2020,PH,Baguio,o3,23,0.5,5.3,2.5,21.7
2/17/2020,PH,Baguio,o3,18,2.1,5.3,3.7,6.82
3/4/2020,PH,Baguio,o3,6,3.3,7,3.7,19.94
3/14/2020,PH,Baguio,o3,24,0.5,7,2.5,34.23
4/1/2020,PH,Baguio,o3,24,0.5,9.8,2.9,73.5
4/18/2020,PH,Baguio,o3,6,23.2,270.6,192.4,108309
5/2/2020,PH,Baguio,o3,6,64.9,278.5,207.4,54067.5
5/5/2020,PH,Baguio,o3,24,0.5,7.8,2.5,33.03
5/9/2020,PH,Baguio,o3,2,39.8,277,39.8,281319
2/16/2020,PH,Baguio,o3,11,1.7,5.7,3.3,16.58
2/25/2020,PH,Baguio,o3,24,0.9,5.7,3.3,13.54
2/26/2020,PH,Baguio,o3,12,0.9,6.1,3.3,17.88
5/7/2020,PH,Baguio,o3,24,1.3,6.1,2.9,13.47
2/19/2020,PH,Baguio,o3,15,2.5,6.1,4.1,9.94
3/25/2020,PH,Baguio,o3,24,0.9,7.8,2.9,39.75
4/30/2020,PH,Baguio,o3,23,0.5,9.4,2.9,32.84
4/22/2020,PH,Baguio,o3,2,1.3,1.7,1.3,0.8
4/28/2020,PH,Baguio,o3,23,0.5,9.8,2.5,41.12
5/8/2020,PH,Baguio,o3,15,0.9,258,3.3,96170.1
5/23/2020,PH,Baguio,o3,12,0.9,4.5,1.7,13.81
5/27/2020,PH,Baguio,o3,21,0.5,7.4,3.7,26.16
3/27/2020,PH,Baguio,o3,24,0.9,11.8,3.3,75.45
3/28/2020,PH,Baguio,o3,24,0.5,7.8,4.1,42.8
4/6/2020,PH,Baguio,o3,24,0.9,7.4,3.3,34.61
4/11/2020,PH,Baguio,o3,24,0.9,22,4.1,214.54
4/24/2020,PH,Baguio,o3,14,0.9,340.2,3.7,80814.2
4/27/2020,PH,Baguio,o3,24,0.5,7.8,2.1,34.36
5/12/2020,PH,Baguio,o3,24,0.5,9.4,2.9,38.93
5/19/2020,PH,Baguio,o3,24,1.3,6.1,2.9,13.53
2/14/2020,PH,Baguio,o3,11,2.1,5.7,3.7,16
3/12/2020,PH,Baguio,o3,7,1.7,3.3,3.3,3.73
3/30/2020,PH,Baguio,o3,14,1.7,6.5,2.9,15.47
5/22/2020,PH,Baguio,o3,13,0.5,5.7,2.1,34.28
5/28/2020,PH,Baguio,o3,4,2.9,4.1,3.3,2.53
5/6/2020,PH,Baguio,o3,24,0.5,8.2,2.9,30.59
5/14/2020,PH,Baguio,o3,18,2.1,24.8,5.3,261
3/13/2020,PH,Baguio,o3,24,0.5,11.8,3.3,71.6
3/31/2020,PH,Baguio,o3,23,0.5,13.9,2.9,163.96
4/13/2020,PH,Baguio,o3,24,0.5,8.6,2.5,37.02
4/2/2020,PH,Baguio,o3,24,0.9,7.4,3.7,33.89
4/5/2020,PH,Baguio,o3,24,0.9,9.4,2.9,44.65
4/9/2020,PH,Baguio,o3,24,0.9,6.5,2.5,19.61
4/15/2020,PH,Baguio,o3,24,1.3,8.6,3.3,25.25
4/29/2020,PH,Baguio,o3,24,0.5,21.2,2.5,273.82
2/24/2020,PH,Baguio,o3,20,1.3,5.3,2.9,10.32
3/23/2020,PH,Baguio,o3,24,0.5,5.7,3.3,16.97
3/29/2020,PH,Baguio,o3,14,1.3,16.7,4.5,189.69
5/13/2020,PH,Baguio,o3,22,0.5,8.2,2.9,32.82
4/20/2020,PH,Baguio,o3,20,1.3,5.7,2.5,15.24
5/18/2020,PH,Baguio,o3,24,0.9,7.4,2.5,28.3
3/22/2020,PH,Baguio,o3,7,0.9,5.3,3.7,25.3
4/3/2020,PH,Baguio,o3,24,1.3,15.1,2.9,108.47
4/19/2020,PH,Baguio,o3,14,0.5,390,2.9,196711
5/26/2020,PH,Baguio,o3,24,0.5,5.3,2.9,12.7
4/14/2020,PH,Baguio,o3,24,0.5,11,3.7,60.36
4/16/2020,PH,Baguio,o3,24,0.5,8.2,3.3,27.08
4/21/2020,PH,Baguio,o3,21,2.1,7,3.3,19.94
5/21/2020,PH,Baguio,o3,24,0.5,9.4,2.9,36.29
2/23/2020,PH,Baguio,o3,12,2.1,6.5,3.3,21.77
3/20/2020,PH,Baguio,o3,7,1.7,5.7,3.3,17.45
5/11/2020,PH,Baguio,o3,24,0.5,7.8,2.1,28.31
4/10/2020,PH,Baguio,o3,24,0.9,12.2,3.3,75.96
5/20/2020,PH,Baguio,o3,22,0.5,6.5,2.1,25.07
4/26/2020,PH,Baguio,o3,13,0.9,337.7,3.7,160472
5/3/2020,PH,Baguio,o3,16,1.3,263.3,4.1,60959.9
5/4/2020,PH,Baguio,o3,22,0.9,13,3.7,68.08
3/19/2020,PH,Baguio,o3,3,1.7,4.5,2.9,19.73
4/8/2020,PH,Baguio,o3,24,0.5,6.1,2.5,24
4/7/2020,PH,Baguio,o3,24,0.9,4.5,2.5,8.61
1/13/2020,PH,Baguio,o3,2,2.1,7.8,2.1,162.45
3/26/2020,PH,Baguio,o3,24,1.3,10.2,4.1,48.59
5/17/2020,PH,Baguio,o3,14,1.7,8.6,2.9,30.71
2/28/2020,PH,Baguio,wind gust,2,8.2,8.2,8.2,0
3/6/2020,PH,Manila,temperature,48,24.5,32.9,28,68.63
3/13/2020,PH,Manila,temperature,48,24.7,34.1,29.1,81.95
4/9/2020,PH,Manila,temperature,67,26.1,33.8,29.8,48.12
4/15/2020,PH,Manila,temperature,72,25.6,35.5,29,87.11
4/27/2020,PH,Manila,temperature,72,26.3,34.3,29.9,53.51
1/3/2020,PH,Manila,temperature,33,24.8,31.3,27.4,51.73
3/1/2020,PH,Manila,temperature,48,23.9,32.3,27.2,55.8
3/22/2020,PH,Manila,temperature,72,26.2,34.7,29,73.49
3/25/2020,PH,Manila,temperature,72,26.1,34.8,28,70.87
4/22/2020,PH,Manila,temperature,72,27.3,34.9,30.8,60.46
4/26/2020,PH,Manila,temperature,72,27.2,34,30.2,46.47
1/17/2020,PH,Manila,temperature,72,24.1,31.6,27.2,58.81
3/17/2020,PH,Manila,temperature,67,25.5,30.8,26.6,30.89
4/10/2020,PH,Manila,temperature,72,25.1,33.1,28.8,46.81
5/4/2020,PH,Manila,temperature,72,27.2,36.1,31.3,81.53
3/18/2020,PH,Manila,temperature,35,25.8,32.6,27.3,49.77
3/21/2020,PH,Manila,temperature,72,25.5,34.6,29,74.56
1/20/2020,PH,Manila,temperature,72,23.3,29.9,26.1,34.67
3/9/2020,PH,Manila,temperature,48,26.6,34.6,28.6,66.49
5/10/2020,PH,Manila,temperature,48,26.1,36.9,30.1,130.96
5/14/2020,PH,Manila,temperature,48,26,34.5,29.4,49.78
2/28/2020,PH,Manila,temperature,48,23.8,32,27.2,57.88
4/3/2020,PH,Manila,temperature,72,25.2,35,29.1,88.24
3/27/2020,PH,Manila,temperature,72,25.5,34.5,28.8,70.69
1/18/2020,PH,Manila,temperature,72,24.4,30.7,26.8,31.79
1/31/2020,PH,Manila,temperature,72,21.8,28.2,24.4,38.32
1/14/2020,PH,Manila,temperature,72,23.8,30,26.6,33.36
2/25/2020,PH,Manila,temperature,6,25.5,26.5,25.5,1.7
4/4/2020,PH,Manila,temperature,72,25,34.7,28.7,79.95
5/7/2020,PH,Manila,temperature,72,26.2,35.8,30.9,86.83
1/26/2020,PH,Manila,temperature,72,24.3,31.8,27.2,61.85
2/18/2020,PH,Manila,temperature,24,24.5,30.4,25.6,43.77
5/2/2020,PH,Manila,temperature,72,27.2,35.1,30.5,65.81
1/27/2020,PH,Manila,temperature,72,25,32.8,26.6,65.11
4/21/2020,PH,Manila,temperature,72,27.7,35.6,30.5,67.77
3/28/2020,PH,Manila,temperature,72,26.1,34.3,29.3,68.93
4/20/2020,PH,Manila,temperature,72,26.6,35.5,30.3,73.04
2/2/2020,PH,Manila,temperature,72,21.6,27.7,23.8,35.48
2/27/2020,PH,Manila,temperature,48,23.6,31.7,26.3,65.5
3/15/2020,PH,Manila,temperature,48,25.3,33.3,27.7,57.35
4/16/2020,PH,Manila,temperature,70,26.1,35.5,29.2,93.95
4/17/2020,PH,Manila,temperature,72,27.2,34,29.6,55.49
1/28/2020,PH,Manila,temperature,72,23.3,32,26.1,69.22
2/6/2020,PH,Manila,temperature,72,24.7,29.6,26.6,20
2/8/2020,PH,Manila,temperature,72,23.3,30.4,26.2,42.36
3/3/2020,PH,Manila,temperature,10,25,26.1,25.4,1.58
3/7/2020,PH,Manila,temperature,48,24.6,34,28.7,82.21
4/5/2020,PH,Manila,temperature,72,25,34,29.2,82.37
4/25/2020,PH,Manila,temperature,72,26.8,35,30,63.34
1/5/2020,PH,Manila,temperature,72,23.8,30.4,26.6,41.2
1/29/2020,PH,Manila,temperature,72,23.3,30.6,25.8,56.54
3/11/2020,PH,Manila,temperature,48,25.2,32.3,28.3,47.22
3/19/2020,PH,Manila,temperature,72,23.8,33,28.6,86.62
4/13/2020,PH,Manila,temperature,72,25.5,33.4,28.6,58.6
4/28/2020,PH,Manila,temperature,72,26.6,35.8,29.5,76.01
5/18/2020,PH,Manila,temperature,48,27.7,34.8,30.4,41.39
1/8/2020,PH,Manila,temperature,72,23.6,30.2,26.8,38.89
1/21/2020,PH,Manila,temperature,72,23.3,31.4,26.1,57.19
3/20/2020,PH,Manila,temperature,72,25.5,33.9,28.6,70.06
5/8/2020,PH,Manila,temperature,72,28.8,36.8,31.9,64.41
5/19/2020,PH,Manila,temperature,36,26.8,35.1,29.7,54.68
5/20/2020,PH,Manila,temperature,4,28.5,28.8,28.8,0.22
1/19/2020,PH,Manila,temperature,72,23.8,30.4,26.2,33.57
3/2/2020,PH,Manila,temperature,48,23.3,32.2,27,77.69
4/24/2020,PH,Manila,temperature,72,27.7,35.5,30.4,63.36
3/24/2020,PH,Manila,temperature,72,25.5,33.2,28,61.52
4/19/2020,PH,Manila,temperature,72,26.6,34.7,30,67.07
3/14/2020,PH,Manila,temperature,48,25,33.4,28.8,77.62
5/6/2020,PH,Manila,temperature,71,26.2,37.7,31.3,99.04
1/7/2020,PH,Manila,temperature,72,23.3,31.6,26.9,64.92
1/16/2020,PH,Manila,temperature,72,23.6,31.2,27.2,65.52
4/11/2020,PH,Manila,temperature,72,26.3,32.7,29,36.63
5/11/2020,PH,Manila,temperature,48,27.3,36.2,31.5,87.69
3/16/2020,PH,Manila,temperature,59,25.7,29.8,27,10.3
1/13/2020,PH,Manila,temperature,72,24,29.5,26.1,22.66
3/4/2020,PH,Manila,temperature,5,25.5,26.5,26.1,1.4
4/7/2020,PH,Manila,temperature,72,26.1,35.5,29.4,82.1
4/12/2020,PH,Manila,temperature,72,26.8,32.8,28.7,33.67
3/10/2020,PH,Manila,temperature,48,26.6,34,29.1,52.09
3/12/2020,PH,Manila,temperature,48,26.1,34.7,28.6,83.35
2/16/2020,PH,Manila,temperature,24,22.9,32.2,26.6,90.22
